AA, 46.5615397912	
OO, 45.3705873425	
DL, 39.881506753	
HA, 34.2094486081	
CO, 40.5684491282	
UA, 47.7843993073	
OH, 51.016967571	
YV, 55.2870493792	
F9, 27.9389526644	
9E, 46.9364928542	
B6, 55.0887391898	
US, 36.4450192333	
XE, 50.1812170979	
AQ, 21.2553763441	
AS, 36.0608818252	
MQ, 45.2950581704	
WN, 30.0878838706	
EV, 47.5542550329	
FL, 43.6831574349	
NW, 43.9110003425	
